1230,2,2
1547,2,2
1767,2,2
1968,2,2
2170,2,2
2424,1,1
3012,0,2
3265,0,2
3667,1,0
3818,2,1
3837,1,0
4090,2,1
4826,1,0
5094,1,2
5784,0,1
6002,1,2
6169,2,0
6570,1,0
6740,0,2
6911,1,0
7366,2,1
8001,1,0
8100,2,1
8185,1,0
8353,2,1
8487,1,0
8590,2,0
8656,1,2
8742,2,0
8810,1,2
8895,2,0
8982,1,2
9181,2,0
9317,1,1
9420,2,2
9501,1,1
9668,2,2
9753,1,1
9853,2,2
9918,1,1
10026,2,2
10104,1,1
10205,2,2
10273,1,1
10442,2,2
10661,1,1
10765,2,0
10847,1,2
10949,2,0
11118,1,2
11219,2,0
11287,1,2
11405,2,0
11472,1,2
11608,2,0
11760,1,1
11844,0,0
11944,1,1
12013,0,0
12096,1,1
12164,0,0
12249,1,1
12317,0,0
12403,1,1
12470,0,0
12537,1,1
12638,1,1
12638,0,0
12739,1,1
12809,0,0
12858,1,1
12909,0,0
12978,1,1
13112,0,0
13214,2,2
13449,1,1
13532,2,2
13619,1,1
13751,2,1
13834,1,0
13918,2,1
14037,1,0
14137,2,1
14203,1,0
14388,2,1
14538,0,2
14656,1,0
14741,0,2
14841,2,1
14925,0,1
15032,1,2
15112,0,1
15180,1,2
15264,0,1
15398,1,2
15482,0,1
15550,1,2
15701,0,1
15867,2,0
16001,0,1
16102,2,2
16185,0,0
16368,2,2
16436,0,0
16520,2,2
16687,1,1
16788,2,2
16873,1,1
17023,2,2
17192,1,1
17293,2,2
17378,1,1
17460,2,2
17545,1,1
17628,2,2
17696,1,1
17796,2,2
17863,1,1
17964,2,2
18032,1,1
18130,2,2
18214,1,1
18304,2,2
18366,1,1
18448,2,2
18516,1,1
18867,2,2
19038,2,2
19374,0,0
19828,2,2
20096,1,1
20181,2,2
20246,1,1
20316,2,2
20398,1,1
20481,2,2
20565,1,1
20651,2,2
20718,1,1
20818,2,2
20886,1,1
20968,2,2
21054,1,1
21136,2,2
21221,1,0
21407,1,0
21509,2,1
21593,1,0
21677,2,1
21761,1,0
21862,2,1
21932,1,0
22033,2,1
22113,1,0
22298,1,0
22332,2,1
22482,0,2
22601,2,0
22669,0,1
22785,2,0
22852,0,1
22953,2,0
23037,0,1
23138,2,0
23221,0,1
23324,2,0
23390,0,1
23576,2,0
23658,0,1
23741,2,0
23874,1,2
23977,2,0
24043,1,2
24143,2,2
24242,1,1
24342,2,2
24409,1,1
24510,2,2
24611,1,1
24662,2,2
24764,1,1
24915,2,2
25000,1,1
25100,0,0
25201,2,2
25267,0,0
25384,2,1
25469,0,2
25553,2,1
25620,0,2
25720,2,1
25788,0,2
25890,2,1
25993,0,2
26093,2,1
26161,0,2
26229,2,1
26312,0,2
26444,1,0
26563,0,2
26679,1,0
26780,0,2
26868,1,0
27000,0,2
27102,1,0
27189,2,1
27341,1,0
27442,2,1
27510,1,0
27762,2,1
27845,1,0
27913,0,2
28048,2,1
28149,1,0
28285,0,1
28384,2,0
28502,1,2
28604,0,1
28705,2,0
28806,1,2
28907,0,1
29012,2,0
29126,1,2
29259,0,1
29429,2,0
29514,1,2
29667,0,1
29734,2,0
29834,1,2
29984,0,1
30117,2,0
30215,1,2
30333,0,1
30485,2,0
30585,1,2
30684,0,1
30786,2,0
30903,1,2
31020,0,1
31122,2,0
31239,1,2
31342,0,1
31460,2,0
31592,1,2
31693,0,1
31875,2,0
31959,1,2
32061,0,1
32145,2,0
32214,1,2
32329,2,0
32413,1,2
32516,2,0
32580,1,2
32681,2,0
32765,1,2
32850,2,0
32917,1,2
33019,2,0
33072,1,2
33172,2,0
33239,1,0
33341,2,1
33408,1,0
33576,1,0
33660,2,1
33761,1,0
33862,2,1
33946,1,0
34146,1,0
34535,0,2
34635,1,2
34738,0,1
34809,1,2
34889,0,1
34972,1,2
35057,0,1
35141,1,2
35240,0,1
35324,1,2
35426,0,1
35509,1,2
35594,0,1
35713,1,2
35760,0,1
35844,2,0
35928,1,1
36029,2,2
36112,1,1
36197,2,2
36264,1,1
36365,2,2
36447,1,1
36531,2,2
36614,1,1
36682,2,2
36783,1,1
36883,2,2
36934,1,1
37018,2,2
37118,1,1
37151,0,0
37287,1,2
37406,0,1
37472,1,2
37556,0,1
37658,1,2
37742,0,1
37845,1,1
37926,0,0
38011,1,1
38112,0,0
38264,1,1
38399,1,1
38484,2,0
38585,1,2
38685,2,0
38769,1,2
38920,1,2
38988,2,0
39087,1,2
39172,2,0
39239,1,2
39324,2,0
39407,1,2
39508,2,0
39578,1,2
39660,2,1
39744,1,0
39845,2,1
39912,1,0
39999,2,1
40081,1,0
40181,2,1
40349,0,2
40485,1,0
40686,0,1
40823,1,2
41157,1,2
41490,2,0
41640,1,0
41976,2,1
42143,1,0
42312,2,2
42447,1,1
42546,2,2
42597,1,1
42699,2,2
42783,1,1
42868,2,2
42969,1,1
43071,2,1
43156,1,0
43257,2,1
43398,1,0
43512,2,1
43594,1,0
43645,2,1
43813,0,2
43934,1,2
44031,0,1
44167,1,2
44251,0,1
44403,1,0
44521,0,2
44620,1,0
44704,0,2
44789,1,0
44873,0,2
44958,1,0
45044,0,2
45143,1,0
45293,1,0
45394,0,2
45480,1,0
45564,0,2
45631,1,0
45699,0,2
45799,1,0
45883,0,2
45951,1,0
46050,0,2
46150,1,0
46217,0,2
46284,1,0
46367,0,2
46535,2,2
46569,1,1
46687,2,0
46788,1,2
46855,2,0
46973,1,2
47074,2,0
47158,1,2
47292,2,0
47362,1,2
47544,2,0
47643,1,2
47728,2,0
47860,0,1
47944,1,1
48044,0,0
48143,1,1
48228,0,0
48430,1,1
48511,0,0
48612,1,1
48714,0,0
48798,1,1
48882,0,2
48949,1,0
49122,1,0
49237,2,2
49339,1,1
49423,2,0
49508,1,2
49610,2,0
49711,1,2
49795,2,0
49864,1,2
49964,2,0
50048,1,2
50133,2,0
50251,1,2
50336,2,0
50421,1,2
50539,2,0
50591,1,2
50724,2,0
50829,1,2
50909,2,0
50993,1,2
51094,2,0
51177,1,2
51261,2,0
51346,1,2
51430,2,0
51514,1,2
51614,2,0
51750,1,2
51784,2,0
52003,0,2
52170,1,0
52292,0,2
52375,1,0
52472,0,2
52556,1,0
52641,0,2
52726,1,0
52794,0,2
52895,1,0
53013,0,2
53161,1,0
53195,0,2
53312,1,0
53414,0,2
53515,2,1
53598,0,2
53665,1,0
53750,0,2
53835,1,0
53919,0,2
54019,1,0
54104,0,2
54189,1,0
54275,0,2
54374,1,0
54425,0,2
54576,2,1
54608,1,0
54710,2,1
54812,1,0
54913,2,1
54998,1,1
55100,2,2
55200,1,1
55387,2,2
55421,1,1
55540,2,2
55639,1,1
55740,2,2
55825,1,1
55943,2,0
56033,1,2
56127,2,1
56229,1,1
56331,2,0
56433,1,0
56535,2,1
56635,1,1
56735,2,2
56852,1,1
56937,2,2
57119,0,0
57203,2,2
57270,0,0
57392,2,2
57440,0,0
57524,2,2
57593,0,0
57691,2,2
57789,0,2
57890,2,1
58090,0,2
58107,2,1
58175,0,2
58276,2,1
58361,0,2
58462,2,1
58513,0,2
58613,2,1
58697,0,2
58780,2,1
58864,0,2
58987,2,2
59067,0,0
59169,2,2
59253,0,0
59337,2,2
59420,0,0
59520,2,2
59590,0,0
59756,2,2
59857,0,2
60033,1,0
60033,2,1
60159,2,2
60244,1,1
60346,2,2
60446,1,1
60613,2,2
60698,1,1
60816,2,2
60952,1,1
61071,2,2
61138,1,1
61273,2,2
61373,1,1
61474,2,2
61542,1,1
61643,2,2
61727,1,1
61845,2,2
61980,1,1
62116,2,2
62197,1,1
62297,2,2
62382,1,1
62482,0,0
62651,2,2
62735,0,0
62851,2,2
62919,0,0
63001,2,2
63069,0,2
63171,2,1
63204,0,2
63338,2,1
63338,0,2
63440,2,1
63492,0,2
63576,0,2
63779,2,1
63845,1,0
63929,2,1
64013,1,0
64114,2,1
64168,1,0
64282,2,1
64367,1,0
64469,2,1
64552,1,0
64654,2,1
64754,1,0
64871,2,1
64923,1,0
65023,2,1
65126,1,2
65227,2,0
65314,1,2
65482,1,2
65482,2,0
65582,2,0
65682,1,2
65886,2,0
65902,1,2
66035,1,2
66119,2,2
66203,1,1
66305,2,1
66403,1,0
66504,2,1
66621,1,2
66706,2,0
66823,1,2
66908,2,0
67027,1,2
67111,2,0
67330,1,0
67433,2,1
67517,1,0
67602,2,1
67705,0,2
67804,2,1
67855,0,2
67960,2,1
68009,0,2
68128,2,0
68146,0,1
68238,2,0
68265,0,1
68400,2,0
68414,0,1
68531,2,0
68598,0,1
68731,2,0
68829,0,1
68928,2,0
69029,0,1
69130,2,0
69200,0,1
69299,2,0
69367,0,1
69486,2,0
69552,0,1
69637,2,0
69719,0,1
69821,2,0
69890,0,1
69988,2,0
70055,0,1
70140,2,0
70225,0,1
70377,2,0
70394,1,2
70529,0,1
70644,1,2
70727,0,1
70812,1,2
70930,0,1
71047,1,2
71134,0,1
71232,1,2
71452,1,2
71573,2,0
71672,1,2
71773,2,0
71861,1,2
71960,2,0
72061,1,2
72144,2,0
72227,1,2
72346,2,0
72415,1,2
72513,2,0
72614,1,2
72699,2,0
72800,1,2
72868,2,0
72987,1,2
73071,2,0
73155,1,2
73238,2,0
73355,1,2
73456,2,1
73577,1,0
73693,2,1
73795,1,0
73917,2,1
73996,1,0
74096,2,1
74217,1,1
74347,2,2
74468,1,1
74583,2,2
74684,1,1
74786,2,0
74921,1,2
75054,2,0
75173,1,2
75190,2,0
75329,2,0
75441,1,0
75574,2,1
75708,0,0
75828,1,1
75961,0,1
76028,1,2
76113,0,2
76248,1,1
76331,0,1
76585,1,1
76718,0,1
76850,1,0
76985,0,0
77270,0,2
77445,0,0
77593,0,1
77772,0,2
77925,0,0
78094,0,1
78265,0,2
78446,0,0
78562,2,0
78664,1,2
78765,2,1
78865,1,1
79036,2,2
79203,1,2
79339,2,0
79405,0,1
79488,1,2
79589,0,2
79706,1,1
79793,0,0
79890,1,2
79992,0,1
80059,1,0
80143,0,0
80226,1,1
80328,0,0
80410,1,1
80477,0,0
80595,1,2
80663,0,1
80764,1,0
80832,0,2
80917,1,0
81003,0,2
