678,0,0
1482,2,2
2199,1,1
2299,2,2
2634,1,1
2684,2,2
3183,0,0
3266,1,1
3587,0,0
3670,1,1
3973,2,0
4073,1,2
4407,2,0
4441,1,2
5278,0,1
5344,1,2
5713,0,1
5763,1,2
6147,2,0
6181,1,2
6532,1,2
6548,2,0
7152,0,2
7219,1,0
7870,0,2
9291,2,1
9625,1,0
9910,0,2
10227,2,1
10427,1,0
10529,2,1
10714,1,0
10782,2,1
10948,1,0
11014,2,1
11218,1,0
11283,2,1
11500,1,0
11568,2,1
11738,1,0
11786,2,1
11937,1,2
12006,2,0
12156,1,2
12191,2,0
12426,1,2
12493,2,0
12677,1,2
12728,2,0
12961,0,1
13011,1,2
13229,0,1
13280,1,2
13531,0,1
13581,1,2
13747,0,1
13815,1,2
14017,0,1
14035,1,2
14217,0,1
14268,1,2
14437,0,1
14673,0,2
14773,2,1
15024,2,1
15309,0,2
15343,2,1
15544,0,2
15593,2,1
15861,2,1
16111,2,1
16160,1,0
16360,2,1
16427,1,0
16613,2,1
16697,1,0
16849,1,0
16917,2,1
17087,1,0
17153,2,1
17305,1,0
17523,2,2
17591,1,1
17774,2,2
17809,1,1
18091,0,0
18156,1,1
18326,0,0
18393,1,1
18562,0,0
18631,1,1
18813,0,0
18880,1,1
19114,0,0
19198,1,1
19383,0,2
19450,1,0
19633,0,2
19700,1,0
19852,0,2
19919,1,0
20089,2,1
20291,1,0
20375,2,1
20544,1,0
20626,2,0
20828,1,2
20930,2,0
21065,1,2
21150,2,0
21370,1,2
21438,2,1
21606,1,0
21691,2,1
21923,1,0
21973,2,1
22156,1,0
22207,2,1
22460,1,0
22511,2,1
22710,1,0
22793,2,1
22928,1,0
22994,2,1
23177,1,1
23243,2,2
23361,1,1
23444,2,2
23544,1,1
23794,0,0
23946,2,2
24113,0,2
24263,2,1
24380,0,2
24497,2,1
24580,0,2
24680,2,1
24747,0,2
24848,2,1
24967,0,2
25134,2,2
25217,1,1
25351,2,2
25467,1,1
25583,2,2
25668,1,1
25803,1,1
25971,2,2
26056,1,1
26140,2,2
26307,1,1
26492,2,0
26627,1,2
26777,2,0
26861,1,2
27027,2,0
27128,1,2
27211,2,0
27361,1,2
27445,2,0
27529,1,2
27647,2,0
27866,2,1
28017,2,1
28201,1,0
28570,0,2
28787,1,0
28905,0,1
28973,1,2
29107,0,1
29324,1,2
29460,0,1
29660,1,1
29829,0,0
29927,1,1
30027,0,0
30211,1,2
30363,2,0
30531,1,2
30733,2,1
30901,1,0
31067,2,1
31437,0,2
31605,1,0
31754,0,2
31820,1,0
31988,0,2
32171,1,1
32337,0,0
32471,1,1
32538,0,0
32653,1,1
32720,0,0
32804,1,1
32871,0,0
33040,1,1
33140,0,0
33223,1,2
33308,0,1
33457,1,2
33590,0,1
33724,1,2
33841,0,1
33957,1,2
34041,0,1
34175,1,0
34244,0,2
34343,1,0
34395,0,2
34561,0,2
34644,1,0
34693,0,2
34893,0,2
34912,1,0
35060,0,2
35179,1,0
35280,0,2
35415,0,2
35515,1,0
35617,0,2
35717,1,0
35901,2,1
35984,1,0
36084,2,2
36200,1,1
36299,2,2
36400,1,1
36500,2,2
36584,1,1
36751,2,2
36785,1,1
36884,2,2
36952,1,1
37037,2,1
37103,1,0
37270,2,1
37370,1,0
37453,2,1
37553,1,0
37689,2,1
37821,1,1
37904,2,2
37988,1,1
38088,2,2
38156,1,0
38290,2,1
38407,1,0
38491,2,1
38541,1,0
38723,2,1
38790,1,1
38874,2,2
38974,1,1
39159,2,2
39259,1,0
39527,1,0
39897,2,1
40064,1,0
40166,2,2
40267,1,1
40403,2,2
40603,1,1
40770,2,2
40904,1,1
41055,2,0
41140,1,2
41223,2,0
41289,1,2
41490,2,0
41559,1,2
41657,2,0
41777,1,2
41977,2,0
42077,1,1
42179,2,2
42280,1,1
42381,2,2
42448,1,1
42566,2,2
42633,1,1
42733,2,2
42918,1,2
43020,2,0
43103,1,2
43270,2,0
43404,1,2
43520,2,2
43622,1,1
43740,2,2
43823,0,0
43823,1,1
43974,2,2
44058,0,0
44141,2,2
44175,0,0
44327,2,2
44376,0,0
44493,2,0
44562,0,1
44646,2,0
44714,0,1
44831,0,1
44948,0,1
45050,2,0
45100,0,1
45300,2,0
45367,0,1
45418,2,0
45485,0,1
45569,2,0
45636,1,2
45820,2,0
45871,1,2
45972,2,1
46140,1,0
46240,2,1
46308,1,0
46510,1,0
46613,2,1
46663,1,0
46764,2,1
46847,1,0
46930,2,1
47015,1,1
47117,2,2
47184,1,1
47251,2,2
47353,1,1
47438,2,2
47537,1,1
47603,2,2
47720,1,0
47788,2,1
47890,1,0
47974,2,1
48041,1,0
48141,2,1
48225,1,0
48343,2,1
48410,1,1
48528,2,2
48627,0,0
48727,2,1
48811,0,2
48927,0,2
49011,2,1
49113,0,0
49180,2,2
49246,0,0
49312,2,2
49381,1,1
49482,2,2
49550,1,0
49617,2,1
49684,1,0
49783,2,1
49850,1,1
49984,2,2
50068,1,1
50167,2,2
50251,1,1
50384,2,2
50467,1,2
50569,2,0
50652,1,2
50720,2,0
50819,0,1
51006,2,0
51073,0,1
51173,2,0
51241,0,1
51426,2,0
51511,0,1
51613,2,0
51714,0,1
51781,0,1
51865,2,0
51950,0,2
52301,1,0
52383,0,2
52468,1,0
52569,0,2
52653,1,0
52720,0,2
52821,1,0
52921,0,2
52988,1,0
53090,0,2
53173,1,0
53273,0,2
53390,1,0
53508,0,0
53576,1,1
53676,0,0
53826,1,1
53960,2,2
54028,1,1
54163,2,2
54247,1,1
54332,2,0
54432,1,2
54565,2,0
54632,1,2
54817,1,2
54934,2,0
55001,1,2
55100,2,2
55150,1,1
55251,2,2
55319,1,1
55403,2,2
55470,1,1
55621,1,1
55703,2,2
55770,0,0
55854,2,2
55937,0,0
56021,2,2
56071,0,0
56204,0,0
56321,2,2
56373,0,0
56507,0,0
56609,2,1
56641,0,2
56791,0,2
56890,2,1
56924,0,2
57141,2,1
57226,1,0
57410,1,0
57493,2,1
57880,1,0
58014,2,0
58252,1,2
58420,2,0
58654,1,2
58771,2,0
58956,1,0
59040,2,1
59107,1,0
59224,2,1
59275,1,0
59356,2,1
59440,1,0
59506,2,1
59540,1,0
59641,2,1
59690,1,0
59907,2,0
60191,1,2
60341,2,0
60595,1,2
60697,2,1
60782,1,0
60917,1,0
61000,2,1
61050,1,0
61133,2,1
61184,1,0
61284,2,1
61369,1,2
61488,2,0
61488,0,1
61587,1,2
61703,0,1
61787,1,2
61854,0,1
61973,1,2
62056,0,1
62207,1,2
62207,0,1
62476,0,1
62863,0,1
62913,2,0
63013,0,1
63115,2,0
63199,0,1
63283,2,0
63451,0,1
63551,2,0
63903,0,0
64003,2,2
64089,0,0
64171,2,2
64238,0,0
64322,2,2
64389,0,0
64473,1,1
64539,0,0
64623,1,1
64707,0,0
64774,1,1
64858,0,0
64943,1,1
65009,0,0
65094,1,1
65127,0,0
65211,1,1
65365,1,1
65498,2,0
65664,1,2
65764,2,0
65832,1,2
65950,2,0
65985,1,2
66137,1,2
66238,2,0
66306,1,2
66407,2,0
66474,1,2
66573,2,0
66673,2,0
67025,0,2
67176,0,2
67260,1,0
67344,0,2
67397,1,0
67495,0,1
67563,1,2
67646,0,1
67746,1,2
67813,0,1
67913,1,2
67997,0,1
68099,1,2
68167,0,2
68251,1,0
68353,0,2
68438,1,0
68540,0,1
68623,1,2
68691,0,1
68791,1,0
68874,0,2
69010,1,0
69109,0,2
69194,1,0
69312,0,1
69564,0,1
69698,1,0
69783,0,2
69884,1,2
69951,0,1
70053,1,2
70154,0,1
70290,1,0
70374,0,1
70441,1,2
70542,0,2
70876,0,2
70960,1,0
71028,0,2
71111,1,0
71228,0,1
71312,1,0
71396,0,2
71530,1,0
71646,0,1
71713,1,2
71814,0,2
71899,1,2
72151,0,1
72320,0,1
72384,1,2
72468,0,1
72601,1,1
72685,0,0
72970,0,1
73136,0,2
73237,1,0
73337,0,0
73471,1,0
73687,0,2
73989,1,1
74121,0,2
74205,1,0
74290,0,2
74390,1,0
74474,0,2
74560,1,1
74628,0,0
74728,1,0
74813,0,2
75081,2,1
75114,1,1
75216,2,2
75299,1,1
75402,2,0
75500,1,2
75602,2,0
75684,1,2
75801,2,0
75885,1,2
75969,2,1
